Job Name,Job Salary,Job Year,Job Area,Job Degree,Job label
物联网平台架构师,1.8-2.5万,5年及以上,广州·黄埔区,本科,"['java', '数据库', 'springboot', 'mybatis', 'redis', 'springcloud', 'hibernate', 'mysql数据库', '解决方案', '单元测试', '绩效奖金', '交通补贴', '餐饮补贴', '五险一金', '年终奖金', '免费班车', '节日福利', '周末双休']"
城市经理（物联网）,1.5-2.5万,3-4年,深圳·福田区,大专,"['五险一金', '定期体检', '员工旅游', '年终奖金', '绩效奖金', '餐补', '带薪年假', '节日福利', '做五休二']"
物联网后台研发工程师,10-15万/年,1年及以上,武汉·洪山区,本科,"['java', 'redis', 'sql', 'linux', 'mongodb', '高并发', '软件开发', 'jvm', '五险一金', '补充医疗保险', '交通补贴', '餐饮补贴', '定期体检']"
物联网工程教师,9-14万/年,无需经验,福州·连江县,硕士,"['五险一金', '免费班车', '员工旅游', '餐饮补贴', '年终奖金', '弹性工作', '教师公寓', '带薪寒暑假']"
物联网高级产品经理,1-1.5万,2年及以上,上海·嘉定区,本科,"['计算机', '项目管理', '建筑', '需求调研', '软件开发', 'axure', 'xmind', '物联网', '五险一金', '绩效奖金', '定期体检']"
物联网工程师(J10390),1.5-2.5万,3年及以上,深圳·福田区,本科,"['c++', '产品开发', '五险一金', '补充医疗保险', '通讯补贴', '年终奖金', '定期体检', '员工旅游', '周末双休', '带薪年假', '节日福利', '专业培训']"
软件测试工程师（物联网安全）,8千-1.2万·13薪,3年及以上,佛山·顺德区,本科,"['计算机', '测试', '测试方案', '网络安全', '蓝牙', '智能家居', '检测认证', '渗透测试', 'mqtt', '漏洞扫描', '五险一金', '交通补贴', '餐饮补贴', '年终奖金', '定期体检', '弹性工作', '专业培训']"
自动化控制/物联网/集控站初级、中级运维,4-7千,无需经验,成都·高新区,大专,"['计算机', '测试', '运维', '物联网', '运行维护', '联调', '运维保障', '应用支持', '集控系统', '客户需求', '五险一金', '补充医疗保险', '补充公积金', '餐饮补贴', '通讯补贴', '绩效奖金', '年终奖金', '专业培训', '定期体检']"
Java开发工程师（物联网方向）,1-1.5万,3-4年,杭州·萧山区,本科,"['java', '五险一金', '带薪年假', '绩效奖金', '节日福利', '加班补贴', '交通补贴']"
物联网研发工程师,8千-1.2万·13薪,2年,武汉·洪山区,本科,"['物联网', 'Iot', '五险一金', '年终奖金', '全勤奖', '周末双休', '员工旅游', '绩效奖金', '定期体检']"
物联网销售经理,1-2万·13薪,3年及以上,杭州·上城区,大专,"['五险一金', '绩效奖金', '年终奖金', '下午茶', '专业培训', '团建活动', '节日礼品']"
大客户销售（智能制造/工业物联网）(J10332),1.5-2万·13薪,2年,上海·静安区,本科,"['五险一金', '补充医疗保险', '员工旅游', '专业培训', '绩效奖金', '年终奖金', '交通补贴', '餐饮补贴', '通讯补贴', '定期体检', '计算机', '自动化', '销售', '客户关系']"
物联网全栈软件工程师,8千-1.5万·14薪,3年及以上,昆明,本科,"['计算机', 'mysql', 'linux', '前端', '单元测试', 'xml', 'json', 'http', '关系型数据库', '系统开发', '五险一金', '周末双休', '年终奖金', '专业培训', '带薪年假', '包三餐']"
产品经理（IOT/物联网）,1.5-2.5万,5年及以上,广州·越秀区,本科,"['AIOT', '物联网', '五险一金', '补充医疗保险', '免费班车', '员工旅游', '餐饮补贴', '年终奖金', '定期体检']"
物联网行业产品经理,1.5-1.9万,3年及以上,上海·宝山区,本科,"['培训', '计算机', '办公软件', '需求分析', '验收', '自动化', '研发', '产品设计', 'axure', '互联网', '五险一金', '员工旅游', '交通补贴', '弹性工作', '绩效奖金']"
物联网系统集成工程师,12-20万/年,2年及以上,上海·黄浦区,本科,"['计算机', 'java', '数据库', 'linux', '测试', 'plc', 'c++', '通信', '项目实施', '客户沟通', '周末双休', '带薪年假', '五险一金', '专业培训', '节日福利', '高温补贴', '餐饮补贴', '绩效奖金']"
物联网工程师,8千-1.5万,1年,上海·浦东新区,大专,"['电气', '电子', '系统集成测试', '电路板测试', '产品测试', '研发', '自动化控制', '控制器测试', '硬件原理', '物联网', '带薪年假', '五险一金', '工作餐', '提供住宿']"
物联网产品经理,1-1.5万·13薪,3年及以上,成都·双流区,本科,"['产品设计', '技术方案', '产品规划', '售前支持', '用户体验', '产品宣传', '开发管理', '产品定义', '项目开发计划', '设计解决方案', '五险一金']"
物联网开发工程师,1-1.8万,2年及以上,上海,大专,"['数据库', 'linux', 'c++', '解决方案', 'shell', '单元测试', '计算机网络', 'docker', 'mcu', '物联网', '工作餐', '保险', '节假日福利']"
互联网/物联网产品经理（电子元器件/半导体行业）,1.5-2万·13薪,3-4年,上海·闵行区,本科,"['产品经理', '五险一金', '周末双休', '带薪年假', '做五休二']"
行业销售总监（物联网 信息化行业）,1.2-1.8万,5年及以上,武汉·东湖新技术产业开发区,大专,"['节日福利', '专业培训', '年终奖金', '定期体检', '周末双休', '交通补贴', '团建活动', '每年多次调薪', '员工职业规划']"
消防物联网线下运维工程师,7千-1.2万,2年,上海,大专,"['五险一金', '弹性工作', '员工旅游', '年终奖金', '周末双休', '绩效奖金', '带薪年假', '节日福利']"
销售代表/客户代表-物联网方向,20-30万/年,2年,上海·青浦区,大专,"['五险一金', '免费班车', '弹性工作', '专业培训', '销售', '市场营销', '销售活动策划', '开拓新市场', '发展新客户', '销售行业', '销售及推广', '市场分析', '市场信息收集']"
高级物联网工程师（高级JAVA）,1.5-2.5万,5年及以上,上海·浦东新区,大专,"['五险一金', '扁平化管理']"
物联网解决方案工程师,1-1.5万,3年及以上,武汉·东湖新技术产业开发区,本科,"['电子', '通信', '解决方案', '技术交流', '物联网', '售前技术支持', '五险一金', '意外险', '交通补贴', '餐饮补贴', '通讯补贴', '绩效奖金', '弹性工作', '出差补贴', '电脑补助', '提成']"
AIOT产品经理/物联网平台产品经理,1.5-2.5万,3-4年,杭州·余杭区,本科,['年终奖金']
软件销售（物联网方向）,30-40万/年,3-4年,上海·青浦区,大专,"['五险一金', '免费班车', '弹性工作', '专业培训', '年终奖金', '销售', '投标', '销售计划', '合同签订', '客户开发', '回款', '客户关系', '物联网', '项目洽谈', '销售资源']"
物联网专业教师,6-8千,1年,深圳·龙岗区,本科,"['物联网', '老师', '教师', '五险一金', '员工旅游', '绩效奖金', '定期体检', '餐饮补贴', '年终奖金', '专业培训']"
销售（物联网-解决方案）,10-20万/年,3-4年,深圳·南山区,大专,"['五险一金', '专业培训', '年终奖金', '交通补贴', '通讯补贴', '周末双休', '绩效奖金', '销售', '电气自动化', '物联网', '管理经销商']"
物联网工程师,8千-1.5万,2年及以上,重庆·北碚区,本科,"['需求调研', 'plc', '项目实施', '服务器', '系统集成', '故障处理', '交换机', '数据采集', '规划设计', '配置管理', '五险一金', '交通补贴', '定期体检', '周末双休']"
物联网研发工程师,6千-1.2万,1年,苏州,本科,"['物联网研发', '绩效奖金', '年终奖金', '专业培训', '员工旅游', '五险一金', '餐饮补贴']"
物联网平台运维工程师,8千-1万,1年及以上,上海·松江区,大专,"['java', 'linux', '项目实施', '运维', '传感器', '物联网', '方案规划', '五险一金', '专业培训', '绩效奖金', '年终奖金', '做五休二', '团建', '交通补贴']"
嵌入式工程师（物联网）,7千-1.1万,1年,武汉·东湖新技术产业开发区,大专,"['五险一金', '交通补贴', '餐饮补贴']"
解决方案工程师（工业物联网）,1.5-1.6万·13薪,5-7年,佛山·顺德区,本科,"['方案设计', '行业解决方案', '工业物联网', '售前技术支持', '餐饮补贴', '绩效奖金', '年终奖金', '交通补贴', '五险一金', '团建活动', '调薪机制']"
物联网总工/研发总监/技术总监/CTO,50-70万/年,3-4年,深圳·南山区,本科,"['电子', '通信', '研发', '技术方案', '物联网', '通信工程', '智能家居', '照明', '技术攻关', '家电', '五险一金', '绩效奖金', '员工旅游', '定期体检', '股票期权', '专业培训', '交通补贴', '餐饮补贴', '年终奖金']"
物联网技术专家,2-4万,10年及以上,深圳·龙岗区,本科,"['Java开发', '嵌入式开发', '前端开发', '弹性工作', '绩效奖金', '全勤奖', '节日福利', '五险一金', '餐饮补贴', '提供食宿']"
软件测试工程师（iot/物联网）,7千-1.4万,1-3年,深圳·南山区,大专,"['功能测试', '软件测试', '性能测试', 'app', '自动化测试', '产品测试', '物联网', 'iot', '智能家居', '智能照明', '五险一金', '补充医疗保险', '员工旅游', '定期体检', '包吃住']"
电力物联网项目经理/总监,1.2-2万·13薪,5-8年,佛山·顺德区,本科,"['五险一金', '绩效奖金', '年终奖金', '员工旅游', '专业培训', '交通补贴']"
水务物联网产品专家,1-1.5万·16薪,8-9年,重庆·渝北区,本科,"['五险一金', '餐饮补贴', '通讯补贴', '年终奖金']"
Java(物联网)软件开发工程师,7.5千-1万,无需经验,广州·番禺区,大专,"['五险一金', '员工旅游', '通讯补贴', '年终奖金', '月休6天', '餐费补贴']"
物联网工程师,1-2万·13薪,5年及以上,佛山·顺德区,大专,"['物联网', '物联平台', 'socket', 'mqtt', '绩效奖金', '节日福利', '专业培训', '带薪年假', '包住宿', '定期体检', '员工旅游', '年终奖金', '社保齐全']"
NSYCD309-嵌入式研发工程师（物联网）,2-3万·13薪,3年及以上,深圳·南山区,本科,"['嵌入式开发', '物联网', '五险一金', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '弹性工作']"
嵌入式软件工程师（物联网）(J10215),2-2.5万·14薪,5-7年,深圳·光明区,本科,"['工业互联网', '物联网', '4G/5G', 'WiFi', '蓝牙', 'linux', 'c语言开发', '路由器', 'RTOS', '实时系统', '五险一金', '员工旅游', '餐饮补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检', '落户办理']"
高级测试工程师（物联网）,1.3-1.7万·14薪,3-4年,杭州,本科,"['计算机', '测试', '网络协议', '五险一金', '年终奖金', '定期体检', '员工旅游', '周末双休', '通讯补贴']"
物联网智能断路器研发工程师,1-1.6万,5-7年,温州,大专,"['产品开发', '电子技术', '线路板', '智能断路器', '物联网断路器', '餐饮补贴', '绩效奖金', '专业培训', '员工旅游']"
城市经理（物联网）,1.5-2.5万,3-4年,深圳·福田区,大专,"['五险一金', '定期体检', '员工旅游', '年终奖金', '绩效奖金', '餐补', '带薪年假', '节日福利', '做五休二']"
物联网智能设备实习生,3千及以下,无需经验,广州·越秀区,大专,"['电器', '仓储', '质量检验', '新能源充电箱']"
物联网测试工程师,1.2-2.2万,2年及以上,珠海,本科,"['物联网测试', '五险一金', '免费班车', '员工旅游', '专业培训', '绩效奖金', '年终奖金', '定期体检', '每年调薪']"
大客户经理（物联网/安防/智慧养老）,1.5-2.5万,5-7年,深圳·龙华区,大专,"['销售', '谈判', '客户开拓', '安防行业', '大客户开发', '资源协调', '客户需求整理', '市场营销', '周末双休', '定期体检', '五险一金', '提供食宿']"
发电机组/发动机专家（物联网运维）,8千-1.2万·13薪,2年及以上,成都·双流区,本科,"['数据分析', '客户关系维护', '故障排除', '客户开拓', '客户信息收集', '售后服务管理', '线上运维', '故障诊断', '发电机组', '发动机', '五险一金']"
产品经理（App/物联网）,1-1.5万,3年及以上,苏州·相城区,本科,"['办公软件', '需求分析', 'app', 'axure', '原型设计', '产品规划', '产品运营', '产品优化', '业务调研', '产品分析', '餐饮补贴', '五险一金', '带薪年假', '业绩奖金', '年终奖金', '五险一金', '餐饮补贴', '年终奖金', '出国机会', '绩效奖金', '股票期权', '弹性工作', '专业培训']"
土木方案工程师（物联网）,8千-1.6万,2年,成都·高新区,硕士,"['自动化监测', '土木工程', '结构', '五险一金', '交通补贴', '通讯补贴', '绩效奖金', '专业培训', '年终奖金', '定期体检']"
嵌入式开发工程师（物联网）,1.5-2.2万,3年,上海·宝山区,大专,"['计算机', 'linux', '需求分析', 'c++', '编程', 'windows', '网络', '数据结构', '代码编写', '单元测试', '周末双休', '带薪年假', '五险一金', '专业培训', '做五休二']"
售前技术支持工程师（物联网平台）,1-1.5万·15薪,3年及以上,深圳·南山区,本科,"['saas', '售前技术支持', '方案讲解', '能源管理', '数字孪生', '信息化', '深化设计', '客户交流', '解决方案', '招投标', '专业培训', '周末双休', '五险一金', '补充医疗保险', '定期体检', '股票期权', '五险一金', '员工旅游', '专业培训', '绩效奖金', '股票期权', '定期体检']"
